,sens,spec,cost-0,cost-1,Algorithm
0,0.7364431086591999,0.4526812482883984,4.444565414138362,1.6682575889279998,CATT_wb GP CTC CATT_4_Dilution XP2
0,0.7072147406848,0.6308212665565179,4.444565414138362,1.6682575889279998,CATT_wb GP CTC CATT_8_Dilution XP2
0,0.6773677829120001,0.8359521966834436,4.444565414138362,1.6682575889279998,CATT_wb GP CTC CATT_16_Dilution XP2
0,0.5853525504000001,0.9996970619602,1.9209151553400001,1.2344714928,CATT_wb GP CTC No_Dilution XP2
0,0.7382771307568,0.4526812482883984,9.37203289263836,3.3345303531119996,CATT_wb GP MaECT CATT_4_Dilution XP2
0,0.7241196400192,0.6308212665565179,9.37203289263836,3.3345303531119996,CATT_wb GP MaECT CATT_8_Dilution XP2
0,0.709662519848,0.8359521966834436,9.37203289263836,3.3345303531119996,CATT_wb GP MaECT CATT_16_Dilution XP2
0,0.6650926415999999,0.9996970619602,6.84838263384,3.1244152128,CATT_wb GP MaECT No_Dilution XP2
0,0.7392775064464,0.4526812482883984,9.37203289263836,3.2125280135759997,CATT_wb GP MaECT_bc CATT_4_Dilution XP2
0,0.7333404942016,0.6308212665565179,9.37203289263836,3.2125280135759997,CATT_wb GP MaECT_bc CATT_8_Dilution XP2
0,0.7272778309039999,0.8359521966834436,9.37203289263836,3.2125280135759997,CATT_wb GP MaECT_bc CATT_16_Dilution XP2
0,0.7085872367999999,0.9996970619602,6.84838263384,3.1244152128,CATT_wb GP MaECT_bc No_Dilution XP2
0,0.7381659779024,0.4526812482883984,4.884662509478361,1.626942901416,CATT_wb GP QBC CATT_4_Dilution XP2
0,0.7230951006655999,0.6308212665565179,4.884662509478361,1.626942901416,CATT_wb GP QBC CATT_8_Dilution XP2
0,0.707705263064,0.8359521966834436,4.884662509478361,1.626942901416,CATT_wb GP QBC CATT_16_Dilution XP2
0,0.6602599088000001,0.9996970619602,2.3610122506800004,1.4032719455999998,CATT_wb GP QBC No_Dilution XP2
0,0.5869040640000001,0.99969973407811,1.779338335437,1.117533348,RDT1_SD GP CTC No_Dilution XP2
0,0.6658441559999999,0.99969973407811,6.706820448612,2.9885160480000006,RDT1_SD GP MaECT No_Dilution XP2
0,0.708902388,0.99969973407811,6.706820448612,2.9885160480000006,RDT1_SD GP MaECT_bc No_Dilution XP2
0,0.661059908,0.99969973407811,2.219436737874,1.284640296,RDT1_SD GP QBC No_Dilution XP2
