,sens,spec,cost-0,cost-1,Algorithm
0,0.7367877714301235,0.4525401757890831,5.127435484166153,1.7856350031744,CATT_wb GP CTC CATT_4_Dilution ELISA 0.1 XP23
0,0.7373047655865088,0.45232856704011004,5.127435484166153,1.7856350031744,CATT_wb GP CTC CATT_4_Dilution ELISA 0.25 XP23
0,0.7367934624562688,0.4526812482883984,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution TL_paper 0.1 XP23
0,0.737318993151872,0.4526812482883984,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution TL_paper 0.25 XP23
0,0.7367849259170508,0.4526812482883984,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution TL_filter 0.1 XP23
0,0.7372976518038272,0.4526812482883984,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution TL_filter 0.25 XP23
0,0.7367703426625535,0.4526812482883984,7.143656600018961,2.132199937728,CATT_wb GP CTC CATT_4_Dilution iELISA 0.1 XP23
0,0.737261193667584,0.4526812482883984,7.143656600018961,2.132199937728,CATT_wb GP CTC CATT_4_Dilution iELISA 0.25 XP23
0,0.7367536252732518,0.45141159579456025,8.991634365285211,2.4498457992063996,CATT_wb GP CTC CATT_4_Dilution PCR 0.1 XP23
0,0.7372194001943296,0.44950711705380286,8.991634365285211,2.4498457992063996,CATT_wb GP CTC CATT_4_Dilution PCR 0.25 XP23
0,0.7367536252732518,0.450141943300722,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution LAMP 0.1 XP23
0,0.7372194001943296,0.4463329858192072,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_4_Dilution LAMP 0.25 XP23
0,0.7103916323124428,0.6306089380498954,5.127435484166153,1.7856350031744,CATT_wb GP CTC CATT_8_Dilution ELISA 0.1 XP23
0,0.7151569697539072,0.6302904452899614,5.127435484166153,1.7856350031744,CATT_wb GP CTC CATT_8_Dilution ELISA 0.25 XP23
0,0.7104440887273471,0.6308212665565179,9.181470445358814,2.4824764110719997,CATT_wb GP CTC CATT_8_Dilution TL_paper 0.1 XP23
